T06,wt-components,2017-01-01T00:00:00Z,1318.6,39,54,56,56,47,52,24,11.7,9.7,63087,378.1,34,14
T06,wt-components,2017-01-01T00:10:00Z,1310.6,39,54,56,56,47,52,24,11.6,9.2,57354,343.3,34,14
T06,wt-components,2017-01-01T00:20:00Z,1288.3,39,54,56,56,47,52,24,11.4,9.1,52931,318.1,34,14
T06,wt-components,2017-01-01T00:30:00Z,1273.5,39,54,56,56,47,52,24,11.3,8.7,45917,275.8,33,14
T06,wt-components,2017-01-01T00:40:00Z,1259.9,39,54,56,55,47,51,24,11.2,7.9,38160,228.5,33,14
T06,wt-components,2017-01-01T00:50:00Z,1252.7,39,53,55,55,46,51,24,11.1,8,25682,153.7,33,13
T06,wt-components,2017-01-01T01:00:00Z,1251.5,39,53,55,55,46,50,24,11.1,6.7,23920,143.6,33,13
T06,wt-components,2017-01-01T01:10:00Z,1251.9,39,53,55,55,46,50,24,11.1,7.1,23806,143.2,33,13
T06,wt-components,2017-01-01T01:20:00Z,1251,39,52,55,54,45,50,24,11.1,7.3,21762,130.3,32,13
T06,wt-components,2017-01-01T01:30:00Z,1257.8,38,52,54,54,45,49,24,11.1,8.5,26944,161.7,32,13
T06,wt-components,2017-01-01T01:40:00Z,1254.1,38,52,54,54,45,50,24,11.1,7.4,28139,168.6,32,13
T06,wt-components,2017-01-01T01:50:00Z,1291.5,38,52,54,54,45,50,24,11.4,8.7,47395,284.9,32,13
T06,wt-components,2017-01-01T02:00:00Z,1330.8,38,52,54,54,46,51,23,11.8,9.2,61323,368.4,32,14
T06,wt-components,2017-01-01T02:10:00Z,1387,38,52,54,54,46,51,23,12.3,10,74931,450.4,32,14
T06,wt-components,2017-01-01T02:20:00Z,1499.9,38,53,55,54,47,53,23,13.3,11.8,107887,648.5,32,14
T06,wt-components,2017-01-01T02:30:00Z,1596.3,38,55,56,55,48,54,23,14.1,12.2,149166,896,33,14
T06,wt-components,2017-01-01T02:40:00Z,1464.8,39,55,56,56,48,54,24,13,11.6,102287,612.2,34,14
T06,wt-components,2017-01-01T02:50:00Z,1474.1,40,55,57,56,48,54,24,13.1,10.6,101064,605.9,34,14
T06,wt-components,2017-01-01T03:00:00Z,1489.8,40,55,57,56,49,55,24,13.2,11.4,104917,629.2,34,14
T06,wt-components,2017-01-01T03:10:00Z,1507.2,40,56,57,57,49,55,24,13.3,12.6,118921,713.7,34,14
T06,wt-components,2017-01-01T03:20:00Z,1508.8,40,57,58,57,49,55,24,13.4,12.4,116828,701.4,34,14
T06,wt-components,2017-01-01T03:30:00Z,1512.8,41,57,58,58,50,56,24,13.4,11.8,120054,719.3,34,14
T06,wt-components,2017-01-01T03:40:00Z,1544.6,41,57,59,58,50,56,24,13.7,11,126452,759.1,34,14
T06,wt-components,2017-01-01T03:50:00Z,1602.6,41,59,59,59,51,57,24,14.2,11.3,148528,890.5,35,14
T06,wt-components,2017-01-01T04:00:00Z,1542.6,42,59,60,59,51,57,24,13.7,12.1,125767,754.9,35,14
T06,wt-components,2017-01-01T04:10:00Z,1475.6,42,59,60,59,51,57,24,13.1,11.2,102127,613.5,35,13
T06,wt-components,2017-01-01T04:20:00Z,1505.5,42,58,60,59,51,56,24,13.3,13.4,111053,666.7,35,13
T06,wt-components,2017-01-01T04:30:00Z,1479.3,42,58,60,59,51,57,24,13.1,11.7,105173,629.7,35,13
T06,wt-components,2017-01-01T04:40:00Z,1372.3,41,58,59,59,51,56,24,12.2,10,72755,435.9,35,13
T06,wt-components,2017-01-01T04:50:00Z,1314.6,41,57,59,58,50,55,24,11.6,11.1,57360,344.4,34,13
T06,wt-components,2017-01-01T05:00:00Z,1314.6,40,56,58,58,50,54,24,11.6,11,61251,367.6,34,13
T06,wt-components,2017-01-01T05:10:00Z,1466.3,40,57,58,58,50,55,24,13,11.6,98795,593.9,34,13
T06,wt-components,2017-01-01T05:20:00Z,1407.9,40,57,58,58,50,55,23,12.5,11.6,89115,534.5,34,13
T06,wt-components,2017-01-01T05:30:00Z,1450.9,39,57,58,58,50,55,24,12.9,10.3,94757,568,34,13
T06,wt-components,2017-01-01T05:40:00Z,1360.9,40,56,58,58,50,55,23,12.1,9.6,71320,427.9,34,13
T06,wt-components,2017-01-01T05:50:00Z,1309.6,39,56,58,57,50,54,24,11.6,9,57816,346.5,33,13
T06,wt-components,2017-01-01T06:00:00Z,1267.5,39,55,57,57,49,53,24,11.2,8.1,42120,252.6,33,13
T06,wt-components,2017-01-01T06:10:00Z,1279.6,39,55,57,57,49,53,23,11.3,9,50092,300.1,33,13
T06,wt-components,2017-01-01T06:20:00Z,1270.7,38,55,57,56,48,53,23,11.3,8.8,40350,242.3,33,13
T06,wt-components,2017-01-01T06:30:00Z,1300.6,38,54,56,56,48,53,23,11.5,9.3,54933,329.4,32,13
